Comments,sentiment
Let her know that Michelle Rodriguez is the Queen of the Fast and Furious franchise ❤️‍🔥,0.2
"I want to be younger again,back to my childhood, back to 2001. Want to see those 4 special persons all again from the very beginning.",0.1392857142857143
Nice 🙂,0.6
Awe….the good days! 💗,0.875
Beautiful pair of souls right there,0.5678571428571428
"They look so cute, how fast time goes by.🥹",0.35
My favorite couple of all times,0.5
Let her know that Michelle Rodriguez is the Queen of the Fast and Furious franchise ❤️‍🔥,0.2
"I want to be younger again,back to my childhood, back to 2001. Want to see those 4 special persons all again from the very beginning.",0.1392857142857143
Nice 🙂,0.6
Awe….the good days! 💗,0.875
Beautiful pair of souls right there,0.5678571428571428
"They look so cute, how fast time goes by.🥹",0.35
My favorite couple of all times,0.5
Let her know that Michelle Rodriguez is the Queen of the Fast and Furious franchise ❤️‍🔥,0.2
"I want to be younger again,back to my childhood, back to 2001. Want to see those 4 special persons all again from the very beginning.",0.1392857142857143
Nice 🙂,0.6
Awe….the good days! 💗,0.875
Find your way to Guam pls. 😭🙏🏼🇬🇺 Meeting you will be a huge honor.,0.4000000000000001
Happy Birthday Elena🎂🍦,0.8
I love you so muchh my hero😍😍😍,0.5
Find your way to Guam pls. 😭🙏🏼🇬🇺 Meeting you will be a huge honor.,0.4000000000000001
Happy Birthday Elena🎂🍦,0.8
I love you so muchh my hero😍😍😍,0.5
Find your way to Guam pls. 😭🙏🏼🇬🇺 Meeting you will be a huge honor.,0.4000000000000001
Happy Birthday Elena🎂🍦,0.8
I love you so muchh my hero😍😍😍,0.5
SMART KID!!!! ❤️❤️❤️❤️,0.5231584821428571
How beautiful...,0.85
SMART KID!!!! ❤️❤️❤️❤️,0.5231584821428571
How beautiful...,0.85
SMART KID!!!! ❤️❤️❤️❤️,0.5231584821428571
How beautiful...,0.85
u the best,1.0
u the best,1.0
u the best,1.0
Amazing,0.6000000000000001
Nicky Nicky Nicky Jam @nickyjampr I love music and @vindiesel is the Man of my life 😉😍 I'm not jealous of your wife darling 🤣😂😘 😘 😘. No i'm Faaaaannnn de mon Vin 💓❤️💋,0.5
Amazing,0.6000000000000001
Nicky Nicky Nicky Jam @nickyjampr I love music and @vindiesel is the Man of my life 😉😍 I'm not jealous of your wife darling 🤣😂😘 😘 😘. No i'm Faaaaannnn de mon Vin 💓❤️💋,0.5
Amazing,0.6000000000000001
Nicky Nicky Nicky Jam @nickyjampr I love music and @vindiesel is the Man of my life 😉😍 I'm not jealous of your wife darling 🤣😂😘 😘 😘. No i'm Faaaaannnn de mon Vin 💓❤️💋,0.5
Gorgeous!,0.875
Gorgeous!,0.875
Gorgeous!,0.875
"Well said, truest words spoken right there 🔥🙌❤️ there are layers to us all ….not just only what is captured in a photo character or true and raw human emotion …. There is only one way… growth! 💞💯",0.06749084249084249
"Dzabe ti i teretana i tegovi, @bocjko bi te u top sabio",0.5
"Well said, truest words spoken right there 🔥🙌❤️ there are layers to us all ….not just only what is captured in a photo character or true and raw human emotion …. There is only one way… growth! 💞💯",0.06749084249084249
"Dzabe ti i teretana i tegovi, @bocjko bi te u top sabio",0.5
"Well said, truest words spoken right there 🔥🙌❤️ there are layers to us all ….not just only what is captured in a photo character or true and raw human emotion …. There is only one way… growth! 💞💯",0.06749084249084249
"Dzabe ti i teretana i tegovi, @bocjko bi te u top sabio",0.5
The brought a tear to my beautiful I love beautiful people big-hearted compassionate respectful just want good for everybody and treats everyone nicely which everyone does deserve even your enemy,0.6666666666666666
What a beautiful and honor your dad like I say blood don't mean nothing if the love and nurture that you get from somebody that makes them Father,0.3458333333333334
I met  mom yesterday on a flight back from Dominican Republic lovely lady and she is extremely proud of you and your siblings .  I had my 3 kids with me ... with my 6 month old on my lap and she offered to hold him so that I could eat..,0.35000000000000003
Manifique photos ces tous la tête de son papa sublime love you petit coeur d'amour ❤❤😙😙😙😙👍,0.5
How old is your son ??,0.1
Good man raised a good kids!,0.7875
You doit now your family its so happy nes Angels mace magia all love all father's ♥,0.7666666666666666
Cute,0.5
The brought a tear to my beautiful I love beautiful people big-hearted compassionate respectful just want good for everybody and treats everyone nicely which everyone does deserve even your enemy,0.6666666666666666
What a beautiful and honor your dad like I say blood don't mean nothing if the love and nurture that you get from somebody that makes them Father,0.3458333333333334
I met  mom yesterday on a flight back from Dominican Republic lovely lady and she is extremely proud of you and your siblings .  I had my 3 kids with me ... with my 6 month old on my lap and she offered to hold him so that I could eat..,0.35000000000000003
Manifique photos ces tous la tête de son papa sublime love you petit coeur d'amour ❤❤😙😙😙😙👍,0.5
How old is your son ??,0.1
Good man raised a good kids!,0.7875
You doit now your family its so happy nes Angels mace magia all love all father's ♥,0.7666666666666666
Cute,0.5
The brought a tear to my beautiful I love beautiful people big-hearted compassionate respectful just want good for everybody and treats everyone nicely which everyone does deserve even your enemy,0.6666666666666666
What a beautiful and honor your dad like I say blood don't mean nothing if the love and nurture that you get from somebody that makes them Father,0.3458333333333334
I met  mom yesterday on a flight back from Dominican Republic lovely lady and she is extremely proud of you and your siblings .  I had my 3 kids with me ... with my 6 month old on my lap and she offered to hold him so that I could eat..,0.35000000000000003
Manifique photos ces tous la tête de son papa sublime love you petit coeur d'amour ❤❤😙😙😙😙👍,0.5
How old is your son ??,0.1
Good man raised a good kids!,0.7875
You doit now your family its so happy nes Angels mace magia all love all father's ♥,0.7666666666666666
Cute,0.5
Movie needs to go back to more street racing and less going to save the world,0.11111111111111112
Movie needs to go back to more street racing and less going to save the world,0.11111111111111112
Movie needs to go back to more street racing and less going to save the world,0.11111111111111112
"I really hope one day. Probably not but I can meet you. When I was born they told me I'd never walk after 7 operations I could walk in kindergarten. I was bullied out right up until high school so I was forced to be homeschooled. Then I get the party thing I got sick when several doctors I tried to get the Lyme disease test here in Alberta but it's a false positive so I saved up $500 to get the US version and it tells you how long you've had it and if it's chronic so it was a late-stage Lyme disease, since it was the u.s. test Alberta said they wouldn't do anything so I just kept on saving up money for my sweetness the past 5 years I haven't been drinking for the past 2 years I'm not that same person I rededicated my life to God and kind of looking good try to go into church more and started talking about God more but I guess since I used to sleep around people don't think I'm allowed to I don't think that's nice. Far as I'm concerned the past is the past. All these people that I've known for my past Christians parents people I thought were proud of me for turning it back on me now that I'm getting closer to God anyways I know you've gone through a lot in your life and I've always looked up to. Love you",0.10244588744588745
I love you,0.5
good,0.7
nice,0.6
"I really hope one day. Probably not but I can meet you. When I was born they told me I'd never walk after 7 operations I could walk in kindergarten. I was bullied out right up until high school so I was forced to be homeschooled. Then I get the party thing I got sick when several doctors I tried to get the Lyme disease test here in Alberta but it's a false positive so I saved up $500 to get the US version and it tells you how long you've had it and if it's chronic so it was a late-stage Lyme disease, since it was the u.s. test Alberta said they wouldn't do anything so I just kept on saving up money for my sweetness the past 5 years I haven't been drinking for the past 2 years I'm not that same person I rededicated my life to God and kind of looking good try to go into church more and started talking about God more but I guess since I used to sleep around people don't think I'm allowed to I don't think that's nice. Far as I'm concerned the past is the past. All these people that I've known for my past Christians parents people I thought were proud of me for turning it back on me now that I'm getting closer to God anyways I know you've gone through a lot in your life and I've always looked up to. Love you",0.10244588744588745
I love you,0.5
good,0.7
nice,0.6
"I really hope one day. Probably not but I can meet you. When I was born they told me I'd never walk after 7 operations I could walk in kindergarten. I was bullied out right up until high school so I was forced to be homeschooled. Then I get the party thing I got sick when several doctors I tried to get the Lyme disease test here in Alberta but it's a false positive so I saved up $500 to get the US version and it tells you how long you've had it and if it's chronic so it was a late-stage Lyme disease, since it was the u.s. test Alberta said they wouldn't do anything so I just kept on saving up money for my sweetness the past 5 years I haven't been drinking for the past 2 years I'm not that same person I rededicated my life to God and kind of looking good try to go into church more and started talking about God more but I guess since I used to sleep around people don't think I'm allowed to I don't think that's nice. Far as I'm concerned the past is the past. All these people that I've known for my past Christians parents people I thought were proud of me for turning it back on me now that I'm getting closer to God anyways I know you've gone through a lot in your life and I've always looked up to. Love you",0.10244588744588745
I love you,0.5
good,0.7
nice,0.6
All love #Fast7,0.5
@fastseven I love you 😔😔😔😔1-2-3-4-5-6 @paul walker ❤😢,0.5
Today I was watching this movie 😍 I love it but every time I'm crying at the end 😥🙈,0.15
@vindiesel :),0.5
All love #Fast7,0.5
@fastseven I love you 😔😔😔😔1-2-3-4-5-6 @paul walker ❤😢,0.5
Today I was watching this movie 😍 I love it but every time I'm crying at the end 😥🙈,0.15
@vindiesel :),0.5
All love #Fast7,0.5
@fastseven I love you 😔😔😔😔1-2-3-4-5-6 @paul walker ❤😢,0.5
Today I was watching this movie 😍 I love it but every time I'm crying at the end 😥🙈,0.15
@vindiesel :),0.5
Só os Top,0.5
Love all three of them,0.5
That is very very cool,0.45499999999999996
Cool.,0.35
Só os Top,0.5
Love all three of them,0.5
That is very very cool,0.45499999999999996
Cool.,0.35
Só os Top,0.5
Love all three of them,0.5
That is very very cool,0.45499999999999996
Cool.,0.35
You are my childhood i watch fast and furious and it was so good,0.44999999999999996
Lots of love ❤️❤️❤️❤️,0.5
You are my childhood i watch fast and furious and it was so good,0.44999999999999996
Lots of love ❤️❤️❤️❤️,0.5
You are my childhood i watch fast and furious and it was so good,0.44999999999999996
Lots of love ❤️❤️❤️❤️,0.5
I think you are awesome the best of the best and may God bless you and keep you safe Amen!!!,0.994140625
Love this film ❤️😘😍👍,0.5
MY AUNTY IS SO WEALTHY WE MAY JUST BLESS YOU,0.5
Cool thanks yall n u too,0.275
In xxx was I in the kino the film is cool,0.35
I think you are awesome the best of the best and may God bless you and keep you safe Amen!!!,0.994140625
Love this film ❤️😘😍👍,0.5
MY AUNTY IS SO WEALTHY WE MAY JUST BLESS YOU,0.5
Cool thanks yall n u too,0.275
In xxx was I in the kino the film is cool,0.35
I think you are awesome the best of the best and may God bless you and keep you safe Amen!!!,0.994140625
Love this film ❤️😘😍👍,0.5
MY AUNTY IS SO WEALTHY WE MAY JUST BLESS YOU,0.5
Cool thanks yall n u too,0.275
In xxx was I in the kino the film is cool,0.35
"Absolutely life is beautiful... it takes two loving people and to understand each other, it will surely work perfectly",0.5041666666666667
Loving father💋,0.6
Sweet 😍,0.35
Amo está folto  love You 💜,0.5
true that,0.35
@sugamomoto :),0.5
I love you so much it's incredible😭😭💕,0.35
"Absolutely life is beautiful... it takes two loving people and to understand each other, it will surely work perfectly",0.5041666666666667
Loving father💋,0.6
Sweet 😍,0.35
Amo está folto  love You 💜,0.5
true that,0.35
@sugamomoto :),0.5
I love you so much it's incredible😭😭💕,0.35
"Absolutely life is beautiful... it takes two loving people and to understand each other, it will surely work perfectly",0.5041666666666667
Loving father💋,0.6
Sweet 😍,0.35
Amo está folto  love You 💜,0.5
true that,0.35
@sugamomoto :),0.5
I love you so much it's incredible😭😭💕,0.35
so damm cute,0.5
Happy Birthday,0.8
"Pay Attention..Important Massage...Work from Home Using your Smartphone...Now utilize the time you spend on Insta, whatsapp or Fb & turn it into an Income source..Now get paid for Everything you do on internet..No matter in which country do you live We provide employment Digitally All around the world.Call or whatsapp on 91-7014560046 for more details",0.21212121212121213
For your beautiful kind words. Filled my heart with joy,0.6625000000000001
so damm cute,0.5
Happy Birthday,0.8
"Pay Attention..Important Massage...Work from Home Using your Smartphone...Now utilize the time you spend on Insta, whatsapp or Fb & turn it into an Income source..Now get paid for Everything you do on internet..No matter in which country do you live We provide employment Digitally All around the world.Call or whatsapp on 91-7014560046 for more details",0.21212121212121213
For your beautiful kind words. Filled my heart with joy,0.6625000000000001
so damm cute,0.5
Happy Birthday,0.8
"Pay Attention..Important Massage...Work from Home Using your Smartphone...Now utilize the time you spend on Insta, whatsapp or Fb & turn it into an Income source..Now get paid for Everything you do on internet..No matter in which country do you live We provide employment Digitally All around the world.Call or whatsapp on 91-7014560046 for more details",0.21212121212121213
For your beautiful kind words. Filled my heart with joy,0.6625000000000001
